01, Math, 9, "((int)(ix >> 52) & 0x7ff) - 0x3ff", "((int)(ix >> 52) & 0x7ff) + 0x3ff"
02, Math, 9, "(int)(ix >> 52) & 0x7ff", "(int)(ix >> 52) | 0x7ff"
03, Math, 9, "ix >> 52", "ix << 52"
04, Math, 16, "0x000fffffffffffffL >>> exp", "0x000fffffffffffffL << exp"
05, Math, 17, "mask & ix", "mask | ix"
06, Math, 18, "0x0010000000000000L >> exp", "0x0010000000000000L << exp"
07, Math, 19, "ix & (~mask)", "ix | (~mask)"
08, NegateConditionals, 7, "x == 0", "x != 0"
09, NegateConditionals, 10, "exp < 0", "exp >= 0"
10, NegateConditionals, 11, "x < 0.0", "x >= 0.0"
11, NegateConditionals, 12, "x == 0.0", "x != 0.0"
12, NegateConditionals, 15, "exp < 53", "exp >= 53"
13, NegateConditionals, 17, "(mask & ix) == 0", "(mask & ix) != 0"
14, NegateConditionals, 18, "x < 0.0", "x >= 0.0"
15, NegateConditionals, 21, "exp == 1024", "exp != 1024"
16, ConditionalsBoundary, 10, "exp < 0", "exp <= 0"
17, ConditionalsBoundary, 11, "x < 0.0", "x <= 0.0"
18, ConditionalsBoundary, 15, "exp < 53", "exp <= 53"
19, ConditionalsBoundary, 18, "x < 0.0", "x <= 0.0"
20, InvertNegatives, 11, "-1.0", "1.0"
