01, ConditionalsBoundary, 5, "Tc < 0", "Tc <= 0"
02, ConditionalsBoundary, 8, "Tc > 1", "Tc >= 1"
03, ConditionalsBoundary, 11, "(6.0 * Tc) < 1", "(6.0 * Tc) <= 1"
04, ConditionalsBoundary, 14, "(2.0 * Tc) < 1", "(2.0 * Tc) <= 1"
05, ConditionalsBoundary, 17, "(3.0 * Tc) < 2.0", "(3.0 * Tc) <= 2.0"
06, Math, 11, "6.0 * Tc", "6.0 / Tc"
07, Math, 12, "P + ((Q - P) * Tc * 6.0)", "P - ((Q - P) * Tc * 6.0)"
08, Math, 12, "(Q - P) * Tc * 6.0", "(Q - P) / Tc / 6.0"
09, Math, 12, "Q - P", "Q + P"
10, Math, 14, "2.0 * Tc", "2.0 / Tc"
11, Math, 17, "3.0 * Tc", "3.0 / Tc"
12, Math, 18, "P + ((Q - P) * ((2.0 / 3.0) - Tc) * 6.0)", "P - ((Q - P) * ((2.0 / 3.0) - Tc) * 6.0)"
13, Math, 18, "(Q - P) * ((2.0 / 3.0) - Tc) * 6.0", "(Q - P) / ((2.0 / 3.0) - Tc) / 6.0"
14, Math, 18, "Q - P", "Q + P"
15, Math, 18, "(2.0 / 3.0) - Tc", "(2.0 / 3.0) + Tc"
16, Math, 18, "2.0 / 3.0", "2.0 * 3.0"
17, NegateConditionals, 5, "Tc < 0", "Tc >= 0"
18, NegateConditionals, 8, "Tc > 1", "Tc <= 1"
19, NegateConditionals, 11, "(6.0 * Tc) < 1", "(6.0 * Tc) >= 1"
20, NegateConditionals, 14, "(2.0 * Tc) < 1", "(2.0 * Tc) >= 1"
21, NegateConditionals, 17, "(3.0 * Tc) < 2.0", "(3.0 * Tc) >= 2.0"
